"id","programName","programDescription","programType","targetRace","workoutDay","workoutTitle","sessionType","garminSport","exerciseName","exerciseDetails","garminExerciseCategory","garminExerciseName","weightKg","restSeconds","sets","reps","runType","runDistance","runPaceZone","runDescription","runEffortLevel","noIntervals"
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","63","Recovery","run","RUNNING","","","","","","","","","recovery","10.9","recovery","70 min hike.","2",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","64","Easy Run","run","RUNNING","","","","","","","","","easy","10.0","easy","60 min easy on new terrain. Explore. Fully conversational (RPE 3-4).","3",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","65","Threshold Run","run","RUNNING","","","","","","","","","easy","2.5","easy","15 min easy warm-up","3",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","65","Threshold Run","run","RUNNING","","","","","","","","","tempo","1.7","threshold","8 min at threshold effort","8","4"
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","65","Threshold Run","run","RUNNING","","","","","","","","","recovery","0.4","recovery","Easy jog / walk recovery between reps","3",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","65","Threshold Run","run","RUNNING","","","","","","","","","easy","1.7","easy","10 min easy cool-down","3",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","66","Easy Run","run","RUNNING","","","","","","","","","easy","8.3","easy","50 min easy.","3",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","66","Descent Circuit","strength","STRENGTH_TRAINING","Format","Descent Circuit (equipment-free eccentric / quad armour). 3 rounds, RPE 7","","","","","","","","","","","",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","66","Descent Circuit","strength","STRENGTH_TRAINING","Work 1","Slow eccentric split squat — 8 ea (4-5s lower) · Walking lunges — 12 ea (load a backpack if you can)","","","","","","","","","","","",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","66","Descent Circuit","strength","STRENGTH_TRAINING","Work 2","Slow step-down off a step/rock — 8 ea · Nordic or sliding leg curl — 6 · SL calf raise — 15 + 30s hold ea","","","","","","","","","","","",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","67","Active Recovery","cardio","CARDIO_TRAINING","Active Recovery Cross-Training","Rest, sea swim, or 40 min easy walk. Holiday recovery. (cross-training, not running).","","","","","","","","","","","",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","68","Power & Plyometrics","cardio","CARDIO_TRAINING","If hills: WU 15, 6×3 min hard uphill (RPE 8), jog down, CD 10. If flat: 30 min fartlek + Plyo Circuit.","If hills: WU 15, 6×3 min hard uphill (RPE 8), jog down, CD 10. If flat: 30 min fartlek + Plyo Circuit.","","","","","","","","","","","",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","68","Rest Day","rest","","","","","","","","","","","","","","",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","69","Long Run","run","RUNNING","","","","","","","","","long","30.5","easy","3 hrs to 3 hrs 15 min on the hilliest terrain you can find. RPE 4-5. Full fuel + hydration practice. Run the descents — free quad conditioning.","4",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","70","Recovery","run","RUNNING","","","","","","","","","recovery","8.6","recovery","50-60 min easy recovery run or hike. RPE 2-3.","2",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","71","Easy Run","run","RUNNING","","","","","","","","","easy","10.0","easy","60 min easy on new terrain. RPE 3-4.","3",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","72","Threshold Run","run","RUNNING","","","","","","","","","easy","2.5","easy","15 min easy warm-up","3",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","72","Threshold Run","run","RUNNING","","","","","","","","","tempo","2.5","threshold","12 min at threshold effort","8","3"
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","72","Threshold Run","run","RUNNING","","","","","","","","","recovery","0.4","recovery","Easy jog / walk recovery between reps","3",""
